id,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,market_cap,phone_number,address,description,sic_code,sic_description,ticker_root,homepage_url,total_employees,list_date,branding,share_class_shares_outstanding,weighted_shares_outstanding,round_lot,updated,ticker_suffix,is_test
736,YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),stocks,us,XNYS,ADRC,1,usd,1838413.0,BBG01186DLS3,BBG01186DMM7,,,,,,,YMM,,,,,18783140000.0,,100.0,,,
737,MOLN,Molecular Partners AG American Depositary Shares,stocks,us,XNAS,ADRC,1,usd,1745114.0,BBG010B7DHZ0,BBG010B7DJV0,,,,,,,MOLN,,,,,36680000.0,,100.0,,,
738,DRRX,Durect Corp,stocks,us,XNAS,CS,1,usd,1082038.0,BBG000D2WP45,BBG001SG3GG5,,(408) 777-1417,"{'address1': '10240 BUBB ROAD', 'city': 'CUPERTINO', 'state': 'CA', 'postal_code': '95014'}",,2834.0,PHARMACEUTICAL PREPARATIONS,DRRX,,,,,31040000.0,,100.0,,,
739,AVDE,Avantis International Equity ETF,stocks,us,ARCX,ETF,1,usd,1481714.0,BBG00Q9MQ620,BBG00Q9MQ6T1,,,,,,,AVDE,,,2019-09-26,,70950000.0,,100.0,,,
740,EHC,Encompass Health Corporation Common Stock,stocks,us,XNYS,CS,1,usd,785161.0,BBG000BGBRG2,BBG001S5Q5B3,,205-967-7116,"{'address1': '9001 LIBERTY PARKWAY', 'city': 'BIRMINGHAM', 'state': 'AL', 'postal_code': '35242'}",,8060.0,SERVICES-HOSPITALS,EHC,,,,,100690000.0,,100.0,,,
741,CLDT,CHATHAM LODGING TRUST,stocks,us,XNYS,CS,1,usd,1476045.0,BBG000PT6BR8,BBG001T5ZKL8,,(561) 802-4477,"{'address1': '222 LAKEVIEW AVENUE', 'address2': 'SUITE 200', 'city': 'WEST PALM BEACH', 'state': 'FL', 'postal_code': '33401'}",,6798.0,REAL ESTATE INVESTMENT TRUSTS,CLDT,,,,,48910000.0,,100.0,,,
742,SBEV,"Splash Beverage Group, Inc.",stocks,us,XASE,CS,1,usd,1553788.0,BBG0036FGH17,BBG0036FGHT7,,954.745.5815,"{'address1': '1314 E LAS OLAS BLVD, SUITE 221', 'city': 'FORT LAUDERDALE', 'state': 'FL', 'postal_code': '33301'}",,2080.0,BEVERAGES,SBEV,,,,,51980000.0,,100.0,,,
743,ONEW,OneWater Marine Inc. Class A Common Stock,stocks,us,XNAS,CS,1,usd,1772921.0,BBG00PPXGH18,BBG00PPXGH27,,(855) 208-4359,"{'address1': '6275 LANIER ISLANDS PARKWAY', 'city': 'BUFORD', 'state': 'GA', 'postal_code': '30518'}",,5531.0,RETAIL-AUTO & HOME SUPPLY STORES,ONEW,,,,,14590000.0,,100.0,,,
744,EFAV,iShares MSCI EAFE Min Vol Factor ETF,stocks,us,BATS,ETF,1,usd,930667.0,BBG0025X2VX0,BBG0025X2WP7,,,,,,,EFAV,,,2011-10-20,,93800000.0,,100.0,,,
745,KNSA,"Kiniksa Pharmaceuticals, Ltd. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1730430.0,,,,(781) 439-9100,"{'address1': 'CLARENDON HOUSE', 'address2': '2 CHURCH STREET', 'city': 'HAMILTON', 'state': 'D0', 'postal_code': 'HM11'}",,2834.0,PHARMACEUTICAL PREPARATIONS,KNSA,,,,,40310000.0,,100.0,,,
746,JSPR,"Jasper Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1788028.0,BBG00QPZNP97,BBG00QPZNPB4,,(650) 549-1400,"{'address1': '2200 BRIDGE PKWY SUITE #102', 'city': 'REDWOOD CITY', 'state': 'CA', 'postal_code': '94065'}",,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",JSPR,,,,,15090000.0,,100.0,,,
747,NFBK,"Northfield Bancorp, Inc.",stocks,us,XNAS,CS,1,usd,1493225.0,BBG000TW5Y34,BBG001T0M0Z2,,(732) 499-7200,"{'address1': '581 MAIN STREET', 'address2': 'SUITE 810', 'city': 'WOODBRIDGE', 'state': 'NJ', 'postal_code': '07095'}",,6035.0,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",NFBK,,,,,44340000.0,,100.0,,,
748,KXIN,Kaixin Holdings Ordinary Shares,stocks,us,XNAS,CS,1,usd,1713539.0,,,,85237962750,"{'address1': '5F, NORTH WING', 'address2': '18 JIUXIANQIAO MIDDLE ROAD', 'city': 'CHAOYANG DISTRICT, BEIJING', 'state': 'F4', 'postal_code': '100016'}",,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,KXIN,,,,,49810000.0,,100.0,,,
749,SHCO,Soho House & Co Inc.,stocks,us,XNYS,CS,1,usd,1846510.0,BBG011K3T2V7,BBG011K3T3Q1,,(212) 627-9800,"{'address1': '515 W. 20TH STREET', 'address2': '5TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10011'}",,7011.0,HOTELS & MOTELS,SHCO,,,,,54920000.0,,100.0,,,
750,CSWC,Capital Southwest Corp,stocks,us,XNAS,CS,1,usd,17313.0,BBG000BGJ661,BBG001S5Q7P4,,(214) 238-5700,"{'address1': '8333 DOUGLAS AVE', 'address2': 'SUITE 1100', 'city': 'DALLAS', 'state': 'TX', 'postal_code': '75225'}",,,,CSWC,,,,,45850000.0,,100.0,,,
751,JVAL,JPMorgan U.S. Value Factor ETF,stocks,us,ARCX,ETF,1,usd,1485894.0,BBG00J5DN9K7,BBG00J5DNBK2,,,,,,,JVAL,,,,,19800000.0,,100.0,,,
752,TSCO,Tractor Supply Co,stocks,us,XNAS,CS,1,usd,916365.0,BBG000BLXZN1,BBG001S7K017,,(615) 440-4600,"{'address1': '5401 VIRGINIA WAY', 'city': 'BRENTWOOD', 'state': 'TN', 'postal_code': '37027'}",,5200.0,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",TSCO,,,,,107810000.0,,100.0,,,
753,EIDO,iShares MSCI Indonesia ETF,stocks,us,ARCX,ETF,1,usd,1100663.0,BBG000QVL5M3,BBG001S56QM7,,,,,,,EIDO,,,,,16900000.0,,100.0,,,
754,CCEF,Calamos CEF Income & Arbitrage ETF,stocks,us,ARCX,ETF,1,usd,,BBG01L01ZGJ5,BBG01L01ZHD9,,,,,,,CCEF,,,,,450000.0,,100.0,,,
755,AUUD,Auddia Inc. Common Stock,stocks,us,XNAS,CS,1,usd,1554818.0,BBG00Y0537N9,BBG00Y0538H4,2741106.276,303-219-9771,"{'address1': '1680 38TH STREET', 'address2': 'SUITE 130', 'city': 'BOULDER', 'state': 'CO', 'postal_code': '80301'}","Auddia Inc is a technology company that is engaged in radio broadcasts and streaming audio content digitally. Its products include Auddia App which is a subscription-based commercial-free AM/FM software application, and Vodacast an interactive podcasting platform and application. The company generates revenue through subscription fees from customers accessing the company's cloud-based computing services and advertisement services.",7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,AUUD,https://www.auddiainc.com,13.0,2021-02-17,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXVkZGlhaW5jLmNvbQ/images/2024-06-01_logo.svg'},2790000.0,2794196.0,100.0,,,
756,SNVpD,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquidation Preference $25.00 per Share",stocks,us,XNYS,PFD,1,usd,18349.0,,,,(706) 649-2311,"{'address1': '1111 BAY AVENUE', 'address2': 'STE 500', 'city': 'COLUMBUS', 'state': 'GA', 'postal_code': '31901'}",,6021.0,NATIONAL COMMERCIAL BANKS,SNV,,,,,8000000.0,,100.0,,PRD,
757,SCHP,Schwab U.S. TIPS ETF,stocks,us,ARCX,ETF,1,usd,1454889.0,BBG000BGN6P5,BBG001T9F777,,,,,,,SCHP,,,2010-08-05,,215900000.0,,100.0,,,
758,CDRO,"Codere Online Luxembourg, S.A. Ordinary Shares",stocks,us,XNAS,CS,1,usd,1866782.0,,,,,,,,,CDRO,,,,,45300000.0,,100.0,,,
759,PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,stocks,us,XNAS,ETF,1,usd,1595386.0,BBG0196RJQS5,BBG0196RJS01,,,,,,,PDBA,,,,,850000.0,,100.0,,,
760,MCRI,Monarch Casino & Resort Inc,stocks,us,XNAS,CS,1,usd,907242.0,BBG000BJ0932,BBG001S7DVP1,1264267491.2,775-335-4600,"{'address1': '3800 S VIRGINIA STREET', 'address2': 'EXECUTIVE OFFICES', 'city': 'RENO', 'state': 'NV', 'postal_code': '89502'}","Monarch Casino & Resort Inc is engaged in providing the latest gaming, dining, and hospitality amenities. It owns and operates the Atlantis Casino Resort Spa, a hotel/casino facility in Reno, Nevada, and the Monarch Black Hawk Casino in Black Hawk. The company generates the majority of its revenue from Casinos, followed by Food & Beverage and Hotel Operations.",7011.0,HOTELS & MOTELS,MCRI,https://www.monarchcasino.com,2900.0,1993-08-06,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/bW9uYXJjaGNhc2luby5jb20/images/2024-06-01_logo.png'},18740000.0,18735440.0,100.0,,,
761,SONDW,Sonder Holdings Inc. Warrants,stocks,us,XNAS,WARRANT,1,usd,1819395.0,BBG00Z48F3V3,,,617-300-0956,"{'address1': '500 E 84TH AVE., SUITE A-10', 'city': 'THORNTON', 'state': 'CO', 'postal_code': '80229'}",,7000.0,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",SOND,,,,,10050000.0,,100.0,,W,
762,GXTG,Global X Thematic Growth ETF,stocks,us,XNAS,ETF,1,usd,1432353.0,BBG00QNKPX66,BBG00QNKPXY5,,,,,,,GXTG,,,,,780000.0,,100.0,,,
763,FT,Franklin Universal Trust Shares of Beneficial Interest,stocks,us,XNYS,FUND,1,usd,833040.0,BBG000BJY819,BBG001S5RDD3,,,,,,,FT,,,,,25130000.0,,100.0,,,
764,EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,stocks,us,ARCX,ETF,1,usd,1064642.0,BBG001JZPCN0,BBG001V0JXM5,,,,,,,EBND,,,,,96200000.0,,100.0,,,
765,GERN,Geron Corp,stocks,us,XNAS,CS,1,usd,886744.0,BBG000GX1891,BBG001S6TSX4,,(650) 473-7700,"{'address1': '919 EAST HILLSDALE BOULEVARD', 'address2': 'SUITE 250', 'city': 'FOSTER CITY', 'state': 'CA', 'postal_code': '94404'}",,2834.0,PHARMACEUTICAL PREPARATIONS,GERN,,,,,593130000.0,,100.0,,,
766,BPYPM,"Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",stocks,us,XNAS,,1,usd,,,,,,,,,,BPYP,,,,,26850000.0,,100.0,,M,
767,IBIT,iShares Bitcoin Trust iShares Bitcoin Trust,stocks,us,XNAS,ETF,1,usd,1980994.0,BBG01KYQ6PV3,BBG01KYQ6QS5,,415-670-6416,"{'address1': 'C/O ISHARES DELAWARE TRUST SPONSOR, LLC', 'address2': '400 HOWARD STREET', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94105'}",,6199.0,FINANCE SERVICES,IBIT,,,,,536760000.0,,100.0,,,
768,AYRO,"AYRO, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1086745.0,BBG000F4HP82,BBG001SKMRS8,4080639.378,512-994-4917,"{'address1': '900 E. OLD SETTLERS BOULEVARD, SUITE 100', 'city': 'ROUND ROCK', 'state': 'TX', 'postal_code': '78664'}","AYRO Inc design and manufacture compact, sustainable electric vehicles for closed campus mobility, low-speed urban and community transport, local on-demand and last-mile delivery, and government use. It operates as one reportable segment, which is the design, development, manufacturing, and sales of electric vehicles, and operates in the United States.",4899.0,"COMMUNICATIONS SERVICES, NEC",AYRO,https://www.ayro.com,58.0,2020-05-29,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXlyby5jb20/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YXlyby5jb20/images/2024-06-01_icon.jpeg'}",5300000.0,5300220.0,100.0,,,
769,KALV,"KalVista Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1348911.0,BBG0026ZG5B0,BBG0026ZG5C9,,(857) 999-0075,"{'address1': '55 CAMBRIDGE PARKWAY', 'address2': 'SUITE 901E', 'city': 'CAMBRIDGE', 'state': 'MA', 'postal_code': '02142'}",,2834.0,PHARMACEUTICAL PREPARATIONS,KALV,,,,,42190000.0,,100.0,,,
770,CBAT,"CBAK Energy Technology, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1117171.0,BBG000DZX6K5,BBG001SKK0H1,,(86)(411)6251-0619,"{'address1': 'BAK INDUSTRIAL PARK, MEIGUI STREET', 'address2': 'HUAYUANKOU ECONOMIC ZONE', 'city': 'DALIAN', 'state': 'F4', 'postal_code': '116422'}",,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",CBAT,,,,,89940000.0,,100.0,,,
771,INFU,"InfuSystem Holdings, Inc.",stocks,us,XASE,CS,1,usd,1337013.0,BBG000P0ZZR6,BBG001SQTYK1,145446584.82,(248) 291-1210,"{'address1': '3851 WEST HAMLIN ROAD', 'city': 'ROCHESTER HILLS', 'state': 'MI', 'postal_code': '48309'}","InfuSystems Holdings Inc is a health care service provider, facilitating outpatient care for durable medical equipment manufacturers and health care providers. INFU services are provided under a two-platform model. The first platform is Patient Services, providing the last-mile solution for clinic-to-home healthcare where the continuing treatment involves complex durable medical equipment and services. The Patient segment is comprised of Oncology, Pain Management and Wound Therapy businesses. The second platform, Device Solutions, supports the Patient Services platform and leverages strong service orientation to win incremental business from its direct payer clients. The Device segment is comprised of direct payer rentals, pump and consumable sales, and biomedical services and repair.",3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,INFU,http://www.infusystem.com,516.0,1992-12-22,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/aW5mdXN5c3RlbS5jb20/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/aW5mdXN5c3RlbS5jb20/images/2024-06-01_icon.jpeg'}",21300000.0,21295254.0,100.0,,,
772,FBMS,"The First Bancshares, Inc.",stocks,us,XNYS,CS,1,usd,947559.0,BBG000BHWFN5,BBG001SB73Y1,,(601) 268-8998,"{'address1': '6480 US HIGHWAY 98 WEST', 'address2': 'SUITE A', 'city': 'HATTIESBURG', 'state': 'MS', 'postal_code': '39402'}",,6021.0,NATIONAL COMMERCIAL BANKS,FBMS,,,,,31220000.0,,100.0,,,
773,DLX,Deluxe Corporation,stocks,us,XNYS,CS,1,usd,27996.0,BBG000BH6360,BBG001S5QJ69,,(651) 483-7111,"{'address1': '801 S. MARQUETTE AVE.', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55402'}",,2780.0,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",DLX,,,,,44050000.0,,100.0,,,
774,FMED,Fidelity Disruptive Medicine ETF,stocks,us,XNAS,ETF,1,usd,945908.0,BBG01GXLXWJ3,BBG01GXLXXD7,,,,,,,FMED,,,,,2120000.0,,100.0,,,
775,GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,stocks,us,ARCX,ETF,1,usd,1479026.0,BBG00B0SKXX2,BBG00B0SKXY1,,,,,,,GSLC,,,,,115300000.0,,100.0,,,
776,PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,stocks,us,ARCX,ETF,1,usd,1616668.0,BBG00VP235V0,BBG00VP236R3,,,,,,,PALC,,,,,7000000.0,,100.0,,,
777,BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,stocks,us,XNAS,ADRC,1,usd,1643918.0,BBG00BLVW2R4,BBG00BLVW3G4,,,,,,,BDRX,,,,,3626110000.0,,100.0,,,
778,PRQR,ProQR Therapeutics N.V. Ordinary Shares,stocks,us,XNAS,CS,1,usd,1612940.0,,,,,,,,,PRQR,,,,,81660000.0,,100.0,,,
779,NEP,"NextEra Energy Partners, LP",stocks,us,XNYS,CS,1,usd,1603145.0,BBG006JNW321,BBG006JNW312,,561-694-4697,"{'address1': '700 UNIVERSE BOULEVARD', 'city': 'JUNO BEACH', 'state': 'FL', 'postal_code': '33408'}",,4911.0,ELECTRIC SERVICES,NEP,,,,,93540000.0,,100.0,,,
780,IBIO,"iBio, Inc.",stocks,us,XASE,CS,1,usd,1420720.0,BBG000D5F2L9,BBG001T0R8W3,,302 355-0650,"{'address1': '600 MADISON AVENUE, SUITE 1601', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022-1737'}",,2834.0,PHARMACEUTICAL PREPARATIONS,IBIO,,,,,8620000.0,,100.0,,,
781,VIG,Vanguard Dividend Appreciation ETF,stocks,us,ARCX,ETF,1,usd,734383.0,BBG000P5G869,BBG001SQX4T3,,,,,,,VIG,,,,,432700000.0,,100.0,,,
782,UHS,"Universal Health Services, Inc. Class B",stocks,us,XNYS,CS,1,usd,352915.0,BBG000CB8Q50,BBG001S6S976,,(610) 768-3300,"{'address1': '367 S GULPH RD', 'city': 'KING OF PRUSSIA', 'state': 'PA', 'postal_code': '19406'}",,8062.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",UHS,,,,,59680000.0,,100.0,,,
783,ASTL,Algoma Steel Group Inc. Common Shares,stocks,us,XNAS,CS,1,usd,1860805.0,BBG012NKXTD0,BBG012NKXV72,727680473.28,,,"Algoma Steel Group Inc is a Canadian company engaged in the production of clean and consistent light gauge steel. The company offers a range of hot and cold rolled steel sheet and plate products. The firm operates in a single segment of basic steel production including sheets, plates, slabs, and freights. The company's revenue is generated from contracts to produce, ship, and deliver steel products Geographically it serves Canada, the United States, and the rest of the world, whilst driving key revenue from domestic sales. The company generates the majority of its revenue from the sale of Steel sheets and strips.",,,ASTL,https://www.algoma.com,2844.0,2021-10-20,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWxnb21hLmNvbQ/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWxnb21hLmNvbQ/images/2024-06-01_icon.jpeg'}",104100000.0,104103072.0,100.0,,,
784,LAAC,Lithium Americas (Argentina) Corp.,stocks,us,XNYS,CS,1,usd,1440972.0,BBG01JLDJ6X5,BBG01JLDJ7S9,,,,,,,LAAC,,,,,161200000.0,,100.0,,,
785,H,Hyatt Hotels Corporation,stocks,us,XNYS,CS,1,usd,1468174.0,BBG000CVRFS4,BBG001SFNHB8,15175391694.619999,(312) 750-1234,"{'address1': '150 NORTH RIVERSIDE PLAZA', 'address2': '8TH FLOOR', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60606'}","Hyatt is an operator of owned (4% of total rooms) and managed and franchised (96%) properties across around 20 upscale luxury brands, which includes vacation brands (Apple Leisure Group, Hyatt Ziva, and Hyatt Zilara), the recently launched full-service lifestyle brand Hyatt Centric, the soft lifestyle brand Unbound, the wellness brand Miraval, and the midscale extended-stay brand Studios. Hyatt acquired Two Roads Hospitality in 2018 and Apple Leisure Group in 2021. The regional exposure as a percentage of total rooms is 54% Americas, 22% rest of world, and 23% Asia-Pacific.",7011.0,HOTELS & MOTELS,H,https://www.hyatt.com,51000.0,2009-11-05,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/aHlhdHQuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/aHlhdHQuY29t/images/2024-06-01_icon.jpeg'}",45160000.0,101182769.0,100.0,,,
786,IHY,VanEck International High Yield Bond ETF,stocks,us,ARCX,ETF,1,usd,1137360.0,BBG002VH39B8,BBG002VH3B23,,,,,,,IHY,,,,,1400000.0,,100.0,,,
787,BLBD,Blue Bird Corporation Common Stock,stocks,us,XNAS,CS,1,usd,1589526.0,BBG006427SW3,BBG006427TN1,,478-822-2801,"{'address1': '3920 ARKWRIGHT ROAD', 'address2': 'SUITE 200', 'city': 'MACON', 'state': 'GA', 'postal_code': '31210'}",,3713.0,TRUCK & BUS BODIES,BLBD,,,,,32299999.0,,100.0,,,
788,EXEL,Exelixis Inc,stocks,us,XNAS,CS,1,usd,939767.0,BBG000BQ4WF8,BBG001SD42W4,,(650) 837-7000,"{'address1': '1851 HARBOR BAY PARKWAY', 'city': 'ALAMEDA', 'state': 'CA', 'postal_code': '94502'}",,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",EXEL,,,,,291290000.0,,100.0,,,
789,CCIX,Churchill Capital Corp IX Ordinary Shares,stocks,us,XNAS,CS,1,usd,2006291.0,,,,(212) 380-7500,"{'address1': '640 FIFTH AVENUE, 14TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10019'}",,6770.0,BLANK CHECKS,CCIX,,,,,29480000.0,,100.0,,,
790,RKDA,"Arcadia Biosciences, Inc.",stocks,us,XNAS,CS,1,usd,1469443.0,BBG000GYBX66,BBG001SP1Y87,,530-756-7077,"{'address1': '202 COUSTEAU PLACE', 'address2': 'SUITE 105', 'city': 'DAVIS', 'state': 'X1', 'postal_code': '95618'}",,100.0,,RKDA,,,,,1360000.0,,100.0,,,
791,SWK,"Stanley Black & Decker, Inc.",stocks,us,XNYS,CS,1,usd,93556.0,BBG000BTQR96,BBG001S5WHT1,,(860) 225-5111,"{'address1': '1000 STANLEY DR', 'address2': 'P O BOX 7000', 'city': 'NEW BRITAIN', 'state': 'CT', 'postal_code': '06053'}",,3420.0,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",SWK,,,,,153880000.0,,100.0,,,
792,EQX,Equinox Gold Corp.,stocks,us,XASE,CS,1,usd,1756607.0,BBG004XB7MN9,BBG001SSK0K0,,,,,,,EQX,,,,,386400000.0,,100.0,,,
793,ARBE,Arbe Robotics Ltd. Ordinary Shares,stocks,us,XNAS,CS,1,usd,1861841.0,,,149342352.6,,,"Arbe Robotics Ltd is a provider of 4D Imaging Radar solutions enabling driver-assist systems while paving the way for fully autonomous driving. It is a research and development company in the field of chips for Advanced radar systems, which are mainly intended to be used as Advanced Driver Assistance Systems (ADAS) adapted for autonomous vehicles as well as for non-automotive uses. Its geographical segments include Sweden, China, Germany, USA, and others.",,,ARBE,https://www.arberobotics.com,137.0,2021-10-08,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXJiZXJvYm90aWNzLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YXJiZXJvYm90aWNzLmNvbQ/images/2024-06-01_icon.jpeg'}",78220000.0,80725596.0,100.0,,,
794,GAA,Cambria Global Asset Allocation ETF,stocks,us,BATS,ETF,1,usd,1529390.0,BBG007PTNDR0,BBG007PTNDS9,,,,,,,GAA,,,,,1900000.0,,100.0,,,
795,PREpJ,"PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares, Series J",stocks,us,XNYS,PFD,1,usd,1876431.0,,,,,,,,,PRE,,,,,,,100.0,,PRJ,
796,IDEV,iShares Core MSCI International Developed Markets ETF,stocks,us,ARCX,ETF,1,usd,1100663.0,BBG00G9DLZX9,BBG00G9DM0M7,,,,,,,IDEV,,,,,208350000.0,,100.0,,,
797,WDC,Western Digital Corp.,stocks,us,XNAS,CS,1,usd,106040.0,BBG000BWNFZ9,BBG001S5XD28,,(949) 672-7000,"{'address1': '5601 GREAT OAKS PARKWAY', 'city': 'SAN JOSE', 'state': 'CA', 'postal_code': '95119'}",,3572.0,COMPUTER STORAGE DEVICES,WDC,,,,,326530000.0,,100.0,,,
798,TURN,180 Degree Capital Corp.,stocks,us,XNAS,CS,1,usd,893739.0,BBG000KG4T49,BBG001SD3FG4,,212-582-0900,"{'address1': '1450 BROADWAY', 'address2': 'FLOOR 24', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10018'}",,6799.0,"INVESTORS, NEC",TURN,,,,,10000000.0,,100.0,,,
799,AMED,Amedisys Inc,stocks,us,XNAS,CS,1,usd,896262.0,BBG000B9ZV28,BBG001S5NN72,3010520862.27,(225) 292-2031,"{'address1': '3854 AMERICAN WAY', 'address2': 'SUITE A', 'city': 'BATON ROUGE', 'state': 'LA', 'postal_code': '70816'}","Amedisys Inc is a healthcare services company in the United States. The company brings healthcare to the home through the provision of home healthcare services, hospice services, high acuity care segment, and personal care services. The Home Health Segment provides skilled nurses, therapists, and aids to patients' homes throughout the United States, Hospice segment operates many centers designed to provide comfort and support for terminally ill patients, Personal Care Segment provides individuals with assistance in their daily living activities and High acuity care segment can deliver the essential elements of inpatient hospital, SNF care, and palliative care to patients in their homes. A majority of the company's revenue is derived from the Home Health segment.",8082.0,SERVICES-HOME HEALTH CARE SERVICES,AMED,https://www.amedisys.com,19000.0,1994-08-17,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YW1lZGlzeXMuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YW1lZGlzeXMuY29t/images/2024-06-01_icon.jpeg'}",32680000.0,32676879.0,100.0,,,
800,SRpA,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock",stocks,us,XNYS,PFD,1,usd,1126956.0,,,,(314) 342-0500,"{'address1': '700 MARKET STREET', 'city': 'ST LOUIS', 'state': 'MO', 'postal_code': '63101'}",,4924.0,NATURAL GAS DISTRIBUTION,SR,,,,,10000000.0,,100.0,,PRA,
801,IVVW,iShares S&P 500 BuyWrite ETF,stocks,us,BATS,ETF,1,usd,1100663.0,BBG01LY49VL5,BBG01LY49WZ8,,,,,,,IVVW,,,,,380000.0,,100.0,,,
802,HCSG,Healthcare Services Group,stocks,us,XNAS,CS,1,usd,731012.0,BBG000BKYVF0,BBG001S5RTV8,,(215) 938-1661,"{'address1': '3220 TILLMAN DRIVE', 'address2': 'SUITE 300', 'city': 'BENSALEM', 'state': 'PA', 'postal_code': '19020'}",,8050.0,SERVICES-NURSING & PERSONAL CARE FACILITIES,HCSG,,,,,73650000.0,,100.0,,,
803,FPFD,Fidelity Preferred Securities & Income ETF,stocks,us,BATS,ETF,1,usd,945908.0,BBG011FJX092,BBG011FJX154,,,,,,,FPFD,,,,,1750000.0,,100.0,,,
804,AGCO,AGCO Corporation,stocks,us,XNYS,CS,1,usd,880266.0,BBG000DCCZW2,BBG001S7WHW3,7342558898.400001,(770) 813-9200,"{'address1': '4205 RIVER GREEN PKWAY', 'city': 'DULUTH', 'state': 'GA', 'postal_code': '30096'}","Agco is a global manufacturer of agricultural equipment. The company has five core brands: Fendt, Massey Ferguson, Challenger, Valtra, and GSI. Unlike its competitors, Agco's product line extends beyond self-propelled equipment and implements to grain handling systems and livestock management solutions. Its products are available through a global dealer network, which includes about 3,100 dealer and distribution locations. Agco offers retail and wholesale financing to customers through its joint venture with Rabobank, a European food- and agriculture-focused bank.",3523.0,FARM MACHINERY & EQUIPMENT,AGCO,https://www.agcocorp.com,27900.0,1992-04-16,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWdjb2NvcnAuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWdjb2NvcnAuY29t/images/2024-06-01_icon.jpeg'}",74620000.0,74619501.0,100.0,,,
805,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",stocks,us,XNYS,FUND,1,usd,1565381.0,BBG004H65XS1,BBG004H65YJ9,,,,,,,DMB,,,,,18410000.0,,100.0,,,
